objectid,filename,format,title,title_ar,script_en,script_ar,description,description_ar,creator,creator_ar,date,date_note,subject,subject_ar,material,material_ar,technique,technique_ar,content_en,content_ar,dimensions,language,type,inscription,piece_number,sort_order,source_file,additional_files,instagram,file_matched
gls-031,31GLS_93X72.JPG,image/jpeg,Ayat al-Kursi,آية الكرسي,Naskh,خط النسخ,Painting on glass. The inscription “Ayat al-Kursi” is written in Naskh. Dated 2006. Dimensions: 93 × 72 cm.,رسم على الزجاج. نقش «آية الكرسي» مكتوب بخط النسخ. أُنجز عام ٢٠٠٦. المقاس: 93 × 72 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2006,,Glass; Text; Calligraphy; Naskh,زجاج؛ خط؛ خط عربي؛ خط النسخ,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,93 × 72 cm,ara; eng,Image;StillImage,آية الكرسي,31,156,glass acrylic/31GLS_93X72.JPG,,no,yes
gls-032,32GLS_55X75.JPG,image/jpeg,Surah Al-Ikhlas,سورة الإخلاص,Thuluth,خط الثلث,Painting on glass. The inscription “Surah Al-Ikhlas” is written in Thuluth. Dimensions: 55 × 75 cm.,رسم على الزجاج. نقش «سورة الإخلاص» مكتوب بخط الثلث. المقاس: 55 × 75 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Glass; Text; Calligraphy; Thuluth,زجاج؛ خط؛ خط عربي؛ خط الثلث,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,55 × 75 cm,ara; eng,Image;StillImage,سورة الاخلاص,32,157,glass acrylic/32GLS_55X75.JPG,,no,yes
gls-033,33GLS_55X75.JPG,image/jpeg,"In the name of God, the Most Gracious, the Most Merciful",بسم الله الرحمن الرحيم,Geometric Kufic,كوفي هندسي,"Painting on glass. The inscription “In the name of God, the Most Gracious, the Most Merciful” is written in Geometric Kufic. Dimensions: 55 × 75 cm.",رسم على الزجاج. نقش «بسم الله الرحمن الرحيم» مكتوب بالكوفي الهندسي. المقاس: 55 × 75 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Glass; Text; Calligraphy; Geometric Kufic,زجاج؛ خط؛ خط عربي؛ كوفي هندسي,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,55 × 75 cm,ara; eng,Image;StillImage,بسم الله الرحمن الرحيم,33,158,glass acrylic/33GLS_55X75.JPG,,yes,yes
gls-034,34GLS_55X75.JPG,image/jpeg,"Say: He is God, One (Al-Ikhlas)",قل هو الله أحد,Thuluth,خط الثلث,"Painting on glass. The inscription “Say: He is God, One (Al-Ikhlas)” is written in Thuluth. Dated 2021. Dimensions: 55 × 75 cm.",رسم على الزجاج. نقش «قل هو الله أحد» مكتوب بخط الثلث. أُنجز عام ٢٠٢١. المقاس: 55 × 75 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2021,,Glass; Text; Calligraphy; Thuluth,زجاج؛ خط؛ خط عربي؛ خط الثلث,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,55 × 75 cm,ara; eng,Image;StillImage,قل هو الله احد,34,159,glass acrylic/34GLS_55X75.JPG,,no,yes
gls-036,36GLS_91X110.JPG,image/jpeg,"Our Lord, we have heard a caller calling to faith: Believe in your Lord — so we have believed",ربنا إننا سمعنا منادياً ينادي للإيمان أن آمنوا بربكم فآمنا,Kufic,كوفي,"Painting on glass. The inscription “Our Lord, we have heard a caller calling to faith: Believe in your Lord — so we have believed” is written in Kufic. Dimensions: 91 × 110 cm.",رسم على الزجاج. نقش «ربنا إننا سمعنا منادياً ينادي للإيمان أن آمنوا بربكم فآمنا» مكتوب بالكوفي. المقاس: 91 × 110 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Glass; Text; Calligraphy; Kufic,زجاج؛ خط؛ خط عربي؛ كوفي,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,91 × 110 cm,ara; eng,Image;StillImage,ربنا اننا سمعنا مناديا ينادي للايمن ان امنوا بربكم فئامنا,36,160,glass acrylic/36GLS_91X110.JPG,,yes,yes
gls-037,37GLS_77X107.JPG,image/jpeg,And He taught you what you did not know — and the favor of God upon you has been great,وعلّمك ما لم تكن تعلم وكان فضل الله عليك عظيماً,Kufic and Naskh,كوفي وخط النسخ,Painting on glass. The inscription “And He taught you what you did not know — and the favor of God upon you has been great” is written in Kufic and Naskh. Dimensions: 77 × 107 cm.,رسم على الزجاج. نقش «وعلّمك ما لم تكن تعلم وكان فضل الله عليك عظيماً» مكتوب بالكوفي وخط النسخ. المقاس: 77 × 107 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Glass; Text; Calligraphy; Kufic and Naskh,زجاج؛ خط؛ خط عربي؛ كوفي وخط النسخ,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,77 × 107 cm,ara; eng,Image;StillImage,وعلمك ما لم تعلم - وكان فضل الله عليك عظيما,37,161,glass acrylic/37GLS_77X107.JPG,,no,yes
gls-042,42GLS_43X57.JPG,image/jpeg,"Say: He is God, One (Al-Ikhlas)",قل هو الله أحد,Thuluth,خط الثلث,"Painting on glass. The inscription “Say: He is God, One (Al-Ikhlas)” is written in Thuluth. Dated 2021. Dimensions: 43 × 57 cm.",رسم على الزجاج. نقش «قل هو الله أحد» مكتوب بخط الثلث. أُنجز عام ٢٠٢١. المقاس: 43 × 57 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2021,,Glass; Text; Calligraphy; Thuluth,زجاج؛ خط؛ خط عربي؛ خط الثلث,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,43 × 57 cm,ara; eng,Image;StillImage,قل هو الله احد,42,162,glass acrylic/42GLS_43X57.JPG,,no,yes
gls-043,43GLS_57X43.JPG,image/jpeg,The beginning of wisdom is fear of God,رأس الحكمة مخافة الله,Thuluth,خط الثلث,Painting on glass. The inscription “The beginning of wisdom is fear of God” is written in Thuluth. Dimensions: 57 × 43 cm.,رسم على الزجاج. نقش «رأس الحكمة مخافة الله» مكتوب بخط الثلث. المقاس: 57 × 43 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Glass; Text; Calligraphy; Thuluth,زجاج؛ خط؛ خط عربي؛ خط الثلث,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,57 × 43 cm,ara; eng,Image;StillImage,رأس الحكمة مخافة الله,43,163,glass acrylic/43GLS_57X43.JPG,,no,yes
gls-045,45GLS_55X75.JPG,image/jpeg,Patience,صبراً,Thuluth,خط الثلث,Painting on glass. The inscription “Patience” is written in Thuluth. Dated 2019. Dimensions: 55 × 75 cm.,رسم على الزجاج. نقش «صبراً» مكتوب بخط الثلث. أُنجز عام ٢٠١٩. المقاس: 55 × 75 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2019,,Glass; Text; Calligraphy; Thuluth,زجاج؛ خط؛ خط عربي؛ خط الثلث,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,55 × 75 cm,ara; eng,Image;StillImage,صبرا,45,164,glass acrylic/45GLS_55X75.JPG,,yes,yes
gls-049,49GLS_54X74.JPG,image/jpeg,A hoopoe came to Solomon on the day of presentation… gifts are according to their givers,جاءت إلى سليمان يوم العرض هدهدة… إن الهدايا على مقدار مهديها,Naskh,خط النسخ,Painting on glass. The inscription “A hoopoe came to Solomon on the day of presentation… gifts are according to their givers” is written in Naskh. Dimensions: 54 × 74 cm. Full inscription is given in Arabic.,رسم على الزجاج. نقش «جاءت إلى سليمان يوم العرض هدهدة… إن الهدايا على مقدار مهديها» مكتوب بخط النسخ. المقاس: 54 × 74 سم. النص الكامل: جائت الى سليمان يوم العرض هدهدة> أهديت. له من جراد كان في فيها> وانشدت بلسان الحال قائلة> ان لاهدايا على مقدار مهديها، لو كان يهدى للانسان قيمته> لاأهديت لك الدنيا وما فيها,Muhammed Saied Kalash,محمد سعيد كلش,,,Glass; Text; Calligraphy; Naskh,زجاج؛ خط؛ خط عربي؛ خط النسخ,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,54 × 74 cm,ara; eng,Image;StillImage,جائت الى سليمان يوم العرض هدهدة> أهديت. له من جراد كان في فيها> وانشدت بلسان الحال قائلة> ان لاهدايا على مقدار مهديها، لو كان يهدى للانسان قيمته> لاأهديت لك الدنيا وما فيها,49,165,glass acrylic/49GLS_54X74.JPG,,no,yes
gls-053,53GLS_43X57.JPG,image/jpeg,"Say: He is God, One (Al-Ikhlas)",قل هو الله أحد,Thuluth,خط الثلث,"Painting on glass. The inscription “Say: He is God, One (Al-Ikhlas)” is written in Thuluth. Dimensions: 43 × 57 cm.",رسم على الزجاج. نقش «قل هو الله أحد» مكتوب بخط الثلث. المقاس: 43 × 57 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Glass; Text; Calligraphy; Thuluth,زجاج؛ خط؛ خط عربي؛ خط الثلث,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,43 × 57 cm,ara; eng,Image;StillImage,قل هو الله احد,53,166,glass acrylic/53GLS_43X57.JPG,,no,yes
gls-055,55GLS_43X57.JPG,image/jpeg,On this earth is what deserves life (Mahmoud Darwish),على هذه الأرض ما يستحق الحياة,Naskh,خط النسخ,Painting on glass. The inscription “On this earth is what deserves life (Mahmoud Darwish)” is written in Naskh. Dimensions: 43 × 57 cm.,رسم على الزجاج. نقش «على هذه الأرض ما يستحق الحياة» مكتوب بخط النسخ. المقاس: 43 × 57 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Glass; Text; Calligraphy; Naskh,زجاج؛ خط؛ خط عربي؛ خط النسخ,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,43 × 57 cm,ara; eng,Image;StillImage,على هذه الارض ما يستحق الحياة,55,167,glass acrylic/55GLS_43X57.JPG,,no,yes
gls-057,57GLS_43X57.JPG,image/jpeg,On this earth is what deserves life (Mahmoud Darwish),على هذه الأرض ما يستحق الحياة,Naskh,خط النسخ,Painting on glass. The inscription “On this earth is what deserves life (Mahmoud Darwish)” is written in Naskh. Dimensions: 43 × 57 cm.,رسم على الزجاج. نقش «على هذه الأرض ما يستحق الحياة» مكتوب بخط النسخ. المقاس: 43 × 57 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Glass; Text; Calligraphy; Naskh,زجاج؛ خط؛ خط عربي؛ خط النسخ,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,43 × 57 cm,ara; eng,Image;StillImage,على هذه الارض ما يستحق الحياة,57,168,glass acrylic/57GLS_43X57.JPG,,yes,yes
gls-058,58GLS_43X57.JPG,image/jpeg,On this earth is what deserves life (Mahmoud Darwish),على هذه الأرض ما يستحق الحياة,Naskh,خط النسخ,Painting on glass. The inscription “On this earth is what deserves life (Mahmoud Darwish)” is written in Naskh. Dated 2019. Dimensions: 43 × 57 cm.,رسم على الزجاج. نقش «على هذه الأرض ما يستحق الحياة» مكتوب بخط النسخ. أُنجز عام ٢٠١٩. المقاس: 43 × 57 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2019,,Glass; Text; Calligraphy; Naskh,زجاج؛ خط؛ خط عربي؛ خط النسخ,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,43 × 57 cm,ara; eng,Image;StillImage,على هذه الارض ما يستحق الحياة,58,169,glass acrylic/58GLS_43X57.JPG,,no,yes
gls-064,64GLS_73X53.jpg,image/jpeg,And the favor of God upon you has been great,وكان فضل الله عليك عظيماً,Naskh,خط النسخ,Painting on glass. The inscription “And the favor of God upon you has been great” is written in Naskh. Dated 2003. Dimensions: 73 × 53 cm.,رسم على الزجاج. نقش «وكان فضل الله عليك عظيماً» مكتوب بخط النسخ. أُنجز عام ٢٠٠٣. المقاس: 73 × 53 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2003,,Glass; Text; Calligraphy; Naskh,زجاج؛ خط؛ خط عربي؛ خط النسخ,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,73 × 53 cm,ara; eng,Image;StillImage,وكان فضل الله عليك عظيما,64,170,glass acrylic/64GLS_73X53.jpg,,no,yes
gls-066,66GLS_93X73.jpg,image/jpeg,"Your Lord is the Forgiving, the Lord of mercy",وربك الغفور ذو الرحمة,Kufic,كوفي,"Painting on glass. The inscription “Your Lord is the Forgiving, the Lord of mercy” is written in Kufic. Dimensions: 93 × 73 cm.",رسم على الزجاج. نقش «وربك الغفور ذو الرحمة» مكتوب بالكوفي. المقاس: 93 × 73 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Glass; Text; Calligraphy; Kufic,زجاج؛ خط؛ خط عربي؛ كوفي,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,93 × 73 cm,ara; eng,Image;StillImage,وربك الغفور ذو الرحمة,66,171,glass acrylic/66GLS_93X73.jpg,,yes,yes
gls-067,67GLS_111X68.jpg,image/jpeg,Ayat al-Kursi,آية الكرسي,Naskh,خط النسخ,Painting on glass. The inscription “Ayat al-Kursi” is written in Naskh. Dimensions: 111 × 68 cm.,رسم على الزجاج. نقش «آية الكرسي» مكتوب بخط النسخ. المقاس: 111 × 68 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Glass; Text; Calligraphy; Naskh,زجاج؛ خط؛ خط عربي؛ خط النسخ,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,111 × 68 cm,ara; eng,Image;StillImage,آية الكرسي,67,172,glass acrylic/67GLS_111X68.jpg,,no,yes
gls-068,68GLS_106X106.jpg,image/jpeg,"Seek knowledge: learning it for God is reverence, studying it is glorification…",تعلموا العلم فإن تعلّمه لله خشية، ودراسته تسبيح، والبحث عنه جهاد، وطلبه عبادة,Kufic and Naskh,كوفي وخط النسخ,"Painting on glass. The inscription “Seek knowledge: learning it for God is reverence, studying it is glorification…” is written in Kufic and Naskh. Dated 2005. Dimensions: 106 × 106 cm. Full inscription is given in Arabic.",رسم على الزجاج. نقش «تعلموا العلم فإن تعلّمه لله خشية، ودراسته تسبيح، والبحث عنه جهاد، وطلبه عبادة» مكتوب بالكوفي وخط النسخ. أُنجز عام ٢٠٠٥. المقاس: 106 × 106 سم. النص الكامل: تعلموا العلم فان تعلمه لله خشية، ودراسته تسبيح، والبحث عنه جهاد، وطلبه عبادة، وتليمه صدقة، وبذله لاهله، قربة لانه معالم الحلال والحرام,Muhammed Saied Kalash,محمد سعيد كلش,2005,,Glass; Text; Calligraphy; Kufic and Naskh,زجاج؛ خط؛ خط عربي؛ كوفي وخط النسخ,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,106 × 106 cm,ara; eng,Image;StillImage,تعلموا العلم فان تعلمه لله خشية، ودراسته تسبيح، والبحث عنه جهاد، وطلبه عبادة، وتليمه صدقة، وبذله لاهله، قربة لانه معالم الحلال والحرام,68,173,glass acrylic/68GLS_106X106.jpg,,no,yes
gls-070,70GLS_90X50.jpg,image/jpeg,"Our Lord, we have heard a caller calling to faith: Believe in your Lord — so we have believed",ربنا إننا سمعنا منادياً ينادي للإيمان أن آمنوا بربكم فآمنا,Kufic,كوفي,"Painting on glass. The inscription “Our Lord, we have heard a caller calling to faith: Believe in your Lord — so we have believed” is written in Kufic. Dimensions: 90 × 50 cm.",رسم على الزجاج. نقش «ربنا إننا سمعنا منادياً ينادي للإيمان أن آمنوا بربكم فآمنا» مكتوب بالكوفي. المقاس: 90 × 50 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Glass; Text; Calligraphy; Kufic,زجاج؛ خط؛ خط عربي؛ كوفي,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,90 × 50 cm,ara; eng,Image;StillImage,ربنا اننا سمعنا مناديا ينادي للايمن ان امنوا بربكم فئامنا,70,174,glass acrylic/70GLS_90X50.jpg,,no,yes
gls-071,71GLS_79X59.jpg,image/jpeg,God is the Light of the heavens and the earth,الله نور السموات والأرض,Thuluth,خط الثلث,Painting on glass. The inscription “God is the Light of the heavens and the earth” is written in Thuluth. Dated 2016. Dimensions: 79 × 59 cm.,رسم على الزجاج. نقش «الله نور السموات والأرض» مكتوب بخط الثلث. أُنجز عام ٢٠١٦. المقاس: 79 × 59 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2016,,Glass; Text; Calligraphy; Thuluth,زجاج؛ خط؛ خط عربي؛ خط الثلث,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,79 × 59 cm,ara; eng,Image;StillImage,الله نور السموات والارض,71,175,glass acrylic/71GLS_79X59.jpg,,no,yes
gls-073,73GLS_42X56.jpg,image/jpeg,Indeed We have given you a clear opening,إنا فتحنا لك فتحاً مبيناً,Kufic,كوفي,Painting on glass. The inscription “Indeed We have given you a clear opening” is written in Kufic. Dimensions: 42 × 56 cm.,رسم على الزجاج. نقش «إنا فتحنا لك فتحاً مبيناً» مكتوب بالكوفي. المقاس: 42 × 56 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Glass; Text; Calligraphy; Kufic,زجاج؛ خط؛ خط عربي؛ كوفي,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,42 × 56 cm,ara; eng,Image;StillImage,انا فتحنا لك فتحا مبينا,73,176,glass acrylic/73GLS_42X56.jpg,,no,yes
gls-076,76GLS_92X52.jpg,image/jpeg,"Cooperate in righteousness and piety, and do not cooperate in sin and aggression",وتعاونوا على البر والتقوى ولا تعاونوا على الإثم والعدوان,Naskh,خط النسخ,"Painting on glass. The inscription “Cooperate in righteousness and piety, and do not cooperate in sin and aggression” is written in Naskh. Dated 2015. Dimensions: 92 × 52 cm.",رسم على الزجاج. نقش «وتعاونوا على البر والتقوى ولا تعاونوا على الإثم والعدوان» مكتوب بخط النسخ. أُنجز عام ٢٠١٥. المقاس: 92 × 52 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2015,,Glass; Text; Calligraphy; Naskh,زجاج؛ خط؛ خط عربي؛ خط النسخ,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,92 × 52 cm,ara; eng,Image;StillImage,وتعاونوا على البر والتقوى ولا تعاونوا على الاثم والعدوان,76,177,glass acrylic/76GLS_92X52.jpg,,no,yes
gls-084,84GLS_80X80.jpg,image/jpeg,Praise be to God,الحمد لله,Kufic,كوفي,Painting on glass. The inscription “Praise be to God” is written in Kufic. Dated 2015. Dimensions: 80 × 80 cm.,رسم على الزجاج. نقش «الحمد لله» مكتوب بالكوفي. أُنجز عام ٢٠١٥. المقاس: 80 × 80 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2015,,Glass; Text; Calligraphy; Kufic,زجاج؛ خط؛ خط عربي؛ كوفي,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,80 × 80 cm,ara; eng,Image;StillImage,الحمد لله,84,178,glass acrylic/84GLS_80X80.jpg,,no,yes
gls-085,85GLS_62X48.jpg,image/jpeg,The butterfly effect is not seen; the butterfly effect does not vanish (Mahmoud Darwish),أثر الفراشة لا يُرى، أثر الفراشة لا يزول,Kufic,كوفي,Painting on glass. The inscription “The butterfly effect is not seen; the butterfly effect does not vanish (Mahmoud Darwish)” is written in Kufic. Dated 2015. Dimensions: 62 × 48 cm.,رسم على الزجاج. نقش «أثر الفراشة لا يُرى، أثر الفراشة لا يزول» مكتوب بالكوفي. أُنجز عام ٢٠١٥. المقاس: 62 × 48 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2015,,Glass; Text; Calligraphy; Kufic,زجاج؛ خط؛ خط عربي؛ كوفي,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,62 × 48 cm,ara; eng,Image;StillImage,اثر الفراشة لا يرى اثر الفراشة لا يزول,85,179,glass acrylic/85GLS_62X48.jpg,,yes,yes
gls-086,86GLS_62X48.jpg,image/jpeg,The butterfly effect is not seen; the butterfly effect does not vanish (Mahmoud Darwish),أثر الفراشة لا يُرى، أثر الفراشة لا يزول,Kufic,كوفي,Painting on glass. The inscription “The butterfly effect is not seen; the butterfly effect does not vanish (Mahmoud Darwish)” is written in Kufic. Dated 2015. Dimensions: 62 × 48 cm.,رسم على الزجاج. نقش «أثر الفراشة لا يُرى، أثر الفراشة لا يزول» مكتوب بالكوفي. أُنجز عام ٢٠١٥. المقاس: 62 × 48 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2015,,Glass; Text; Calligraphy; Kufic,زجاج؛ خط؛ خط عربي؛ كوفي,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,62 × 48 cm,ara; eng,Image;StillImage,اثر الفراشة لا يرى اثر الفراشة لا يزول,86,180,glass acrylic/86GLS_62X48.jpg,,yes,yes
gls-087,87GLS_55X55.jpg,image/jpeg,Stand at the corner of the dream and fight (Samih al-Qasim),قف على ناصية الحلم وقاتل,Kufic,كوفي,Painting on glass. The inscription “Stand at the corner of the dream and fight (Samih al-Qasim)” is written in Kufic. Dated 2015. Dimensions: 55 × 55 cm.,رسم على الزجاج. نقش «قف على ناصية الحلم وقاتل» مكتوب بالكوفي. أُنجز عام ٢٠١٥. المقاس: 55 × 55 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2015,,Glass; Text; Calligraphy; Kufic,زجاج؛ خط؛ خط عربي؛ كوفي,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,55 × 55 cm,ara; eng,Image;StillImage,قف على ناصية الحلم وقاتل,87,181,glass acrylic/87GLS_55X55.jpg,,no,yes
gls-088,88GLS_58X58.jpg,image/jpeg,Light upon light,نور على نور,Thuluth,خط الثلث,Painting on glass. The inscription “Light upon light” is written in Thuluth. Dimensions: 58 × 58 cm.,رسم على الزجاج. نقش «نور على نور» مكتوب بخط الثلث. المقاس: 58 × 58 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Glass; Text; Calligraphy; Thuluth,زجاج؛ خط؛ خط عربي؛ خط الثلث,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,58 × 58 cm,ara; eng,Image;StillImage,نور عى نور,88,182,glass acrylic/88GLS_58X58.jpg,,no,yes
gls-100,100GLS_47X47.jpg,image/jpeg,"Say: He is God, One (Al-Ikhlas)",قل هو الله أحد,Thuluth,خط الثلث,"Painting on glass. The inscription “Say: He is God, One (Al-Ikhlas)” is written in Thuluth. Dimensions: 47 × 47 cm.",رسم على الزجاج. نقش «قل هو الله أحد» مكتوب بخط الثلث. المقاس: 47 × 47 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Glass; Text; Calligraphy; Thuluth,زجاج؛ خط؛ خط عربي؛ خط الثلث,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,47 × 47 cm,ara; eng,Image;StillImage,قل هو الله احد,100,183,glass acrylic/100GLS_47X47.jpg,,no,yes
gls-102,102GLS_72X45.jpg,image/jpeg,"In the name of God, the Most Gracious, the Most Merciful",بسم الله الرحمن الرحيم,Geometric Kufic,كوفي هندسي,"Painting on glass. The inscription “In the name of God, the Most Gracious, the Most Merciful” is written in Geometric Kufic. Dated 2007. Dimensions: 72 × 45 cm.",رسم على الزجاج. نقش «بسم الله الرحمن الرحيم» مكتوب بالكوفي الهندسي. أُنجز عام ٢٠٠٧. المقاس: 72 × 45 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2007,,Glass; Text; Calligraphy; Geometric Kufic,زجاج؛ خط؛ خط عربي؛ كوفي هندسي,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,72 × 45 cm,ara; eng,Image;StillImage,بسم الله الرحمن الرحيم,102,184,glass acrylic/102GLS_72X45.jpg,,no,yes
gls-103,103GLS_90X52.jpg,image/jpeg,"Our Lord, we have heard a caller calling to faith: Believe in your Lord — so we have believed",ربنا سمعنا منادياً ينادي للإيمان أن آمنوا بربكم فآمنا,Naskh,خط النسخ,"Painting on glass. The inscription “Our Lord, we have heard a caller calling to faith: Believe in your Lord — so we have believed” is written in Naskh. Dated 2016. Dimensions: 90 × 52 cm.",رسم على الزجاج. نقش «ربنا سمعنا منادياً ينادي للإيمان أن آمنوا بربكم فآمنا» مكتوب بخط النسخ. أُنجز عام ٢٠١٦. المقاس: 90 × 52 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2016,,Glass; Text; Calligraphy; Naskh,زجاج؛ خط؛ خط عربي؛ خط النسخ,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,90 × 52 cm,ara; eng,Image;StillImage,ربنا سمعنا مناديا ينادي للايمان ان امنوا بربكم فامنا,103,185,glass acrylic/103GLS_90X52.jpg,,no,yes
gls-104,104GLS_93X52.JPG,image/jpeg,God is sufficient for me,حسبي الله,Geometric Kufic,كوفي هندسي,Painting on glass. The inscription “God is sufficient for me” is written in Geometric Kufic. Dated 2005. Dimensions: 93 × 52 cm.,رسم على الزجاج. نقش «حسبي الله» مكتوب بالكوفي الهندسي. أُنجز عام ٢٠٠٥. المقاس: 93 × 52 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2005,,Glass; Text; Calligraphy; Geometric Kufic,زجاج؛ خط؛ خط عربي؛ كوفي هندسي,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,93 × 52 cm,ara; eng,Image;StillImage,حسبي الله,104,186,glass acrylic/104GLS_93X52.JPG,,yes,yes
gls-105,105GLS_43X57.JPG,image/jpeg,Say: I seek refuge in the Lord of daybreak (Al-Falaq),قل أعوذ برب الفلق,Thuluth,خط الثلث,Painting on glass. The inscription “Say: I seek refuge in the Lord of daybreak (Al-Falaq)” is written in Thuluth. Dimensions: 43 × 57 cm.,رسم على الزجاج. نقش «قل أعوذ برب الفلق» مكتوب بخط الثلث. المقاس: 43 × 57 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Glass; Text; Calligraphy; Thuluth,زجاج؛ خط؛ خط عربي؛ خط الثلث,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,43 × 57 cm,ara; eng,Image;StillImage,قل اعوذ برب الفلق,105,187,glass acrylic/105GLS_43X57.JPG,,yes,yes
gls-109,109GLS_46X46.JPG,image/jpeg,Say: I seek refuge in the Lord of people (An-Nas),قل أعوذ برب الناس,Thuluth,خط الثلث,Painting on glass. The inscription “Say: I seek refuge in the Lord of people (An-Nas)” is written in Thuluth. Dimensions: 46 × 46 cm.,رسم على الزجاج. نقش «قل أعوذ برب الناس» مكتوب بخط الثلث. المقاس: 46 × 46 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Glass; Text; Calligraphy; Thuluth,زجاج؛ خط؛ خط عربي؛ خط الثلث,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,46 × 46 cm,ara; eng,Image;StillImage,قل اعوذ برب الناس,109,188,glass acrylic/109GLS_46X46.JPG,,no,yes
gls-110,110GLS_46X46.JPG,image/jpeg,Say: I seek refuge in the Lord of daybreak (Al-Falaq),قل أعوذ برب الفلق,Thuluth,خط الثلث,Painting on glass. The inscription “Say: I seek refuge in the Lord of daybreak (Al-Falaq)” is written in Thuluth. Dimensions: 46 × 46 cm.,رسم على الزجاج. نقش «قل أعوذ برب الفلق» مكتوب بخط الثلث. المقاس: 46 × 46 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Glass; Text; Calligraphy; Thuluth,زجاج؛ خط؛ خط عربي؛ خط الثلث,Glass,زجاج,Painting on glass,رسم على الزجاج,Text,خط,46 × 46 cm,ara; eng,Image;StillImage,قل اعوذ برب الفلق,110,189,glass acrylic/110GLS_46X46.JPG,,no,yes
